timestamp,relative_sec,sensor,ch1_name,ch1_val,ch2_name,ch2_val,ch3_name,ch3_val,raw_line
1786011122.3261197,0.339,ECG_DIAG,halves,682,total_samples,349500,overruns,0,[ECG] halves=682  total_samples=349500  overruns=0
1786011123.109163,1.122,ECG_RAW,raw,314,,,,,[ECG] raw=314
1786011123.1129506,1.126,ECG_RAW,raw,277,,,,,[ECG] raw=277
1786011123.1173613,1.130,ECG_RAW,raw,249,,,,,[ECG] raw=249
1786011123.1208446,1.133,ECG_RAW,raw,251,,,,,[ECG] raw=251
1786011123.1249404,1.138,ECG_RAW,raw,321,,,,,[ECG] raw=321
1786011123.1292596,1.142,ECG_RAW,raw,326,,,,,[ECG] raw=326
1786011123.147924,1.160,ECG_RAW,raw,277,,,,,[ECG] raw=277
1786011123.147924,1.160,ECG_RAW,raw,252,,,,,[ECG] raw=252
1786011123.1491776,1.162,ECG_RAW,raw,248,,,,,[ECG] raw=248
1786011123.1491776,1.162,ECG_RAW,raw,314,,,,,[ECG] raw=314
1786011123.1491776,1.162,ECG_RAW,raw,331,,,,,[ECG] raw=331
1786011123.1528187,1.165,ECG_RAW,raw,277,,,,,[ECG] raw=277
1786011123.1573086,1.170,ECG_RAW,raw,255,,,,,[ECG] raw=255
1786011123.1607063,1.173,ECG_RAW,raw,247,,,,,[ECG] raw=247
1786011123.1647089,1.177,ECG_RAW,raw,302,,,,,[ECG] raw=302
1786011123.1689508,1.182,ECG_RAW,raw,339,,,,,[ECG] raw=339
1786011123.1728878,1.185,ECG_RAW,raw,279,,,,,[ECG] raw=279
1786011123.177279,1.190,ECG_RAW,raw,264,,,,,[ECG] raw=264
1786011123.1802928,1.193,ECG_RAW,raw,235,,,,,[ECG] raw=235
1786011123.1844182,1.197,ECG_RAW,raw,290,,,,,[ECG] raw=290
1786011123.1884208,1.201,ECG_RAW,raw,344,,,,,[ECG] raw=344
1786011123.1925204,1.205,ECG_RAW,raw,286,,,,,[ECG] raw=286
1786011123.1963987,1.209,ECG_RAW,raw,272,,,,,[ECG] raw=272
1786011123.2006297,1.213,ECG_RAW,raw,233,,,,,[ECG] raw=233
1786011123.2048843,1.217,ECG_RAW,raw,280,,,,,[ECG] raw=280
1786011123.2090454,1.222,ECG_RAW,raw,346,,,,,[ECG] raw=346
1786011123.2134025,1.226,ECG_RAW,raw,287,,,,,[ECG] raw=287
1786011123.2169695,1.230,ECG_RAW,raw,274,,,,,[ECG] raw=274
1786011123.2209682,1.234,ECG_RAW,raw,238,,,,,[ECG] raw=238
1786011123.2249923,1.238,ECG_RAW,raw,271,,,,,[ECG] raw=271
1786011123.2286522,1.241,ECG_RAW,raw,346,,,,,[ECG] raw=346
1786011123.2330027,1.246,ECG_RAW,raw,287,,,,,[ECG] raw=287
1786011123.236247,1.249,ECG_RAW,raw,276,,,,,[ECG] raw=276
1786011123.2412498,1.254,ECG_RAW,raw,242,,,,,[ECG] raw=242
1786011123.2442465,1.257,ECG_RAW,raw,264,,,,,[ECG] raw=264
1786011123.248253,1.261,ECG_RAW,raw,345,,,,,[ECG] raw=345
1786011123.252676,1.265,ECG_RAW,raw,290,,,,,[ECG] raw=290
1786011123.2557526,1.268,ECG_RAW,raw,277,,,,,[ECG] raw=277
1786011123.26071,1.273,ECG_RAW,raw,245,,,,,[ECG] raw=245
1786011123.263842,1.276,ECG_RAW,raw,260,,,,,[ECG] raw=260
1786011123.2683532,1.281,ECG_RAW,raw,335,,,,,[ECG] raw=335
1786011123.2726412,1.285,ECG_RAW,raw,303,,,,,[ECG] raw=303
1786011123.2768097,1.289,ECG_RAW,raw,279,,,,,[ECG] raw=279
1786011123.2806854,1.293,ECG_RAW,raw,250,,,,,[ECG] raw=250
1786011123.284812,1.297,ECG_RAW,raw,255,,,,,[ECG] raw=255
1786011123.2893574,1.302,ECG_RAW,raw,325,,,,,[ECG] raw=325
1786011123.2932377,1.306,ECG_RAW,raw,314,,,,,[ECG] raw=314
1786011123.2968109,1.309,ECG_RAW,raw,278,,,,,[ECG] raw=278
1786011123.301239,1.314,ECG_RAW,raw,253,,,,,[ECG] raw=253
