timestamp,relative_sec,sensor,ch1_name,ch1_val,ch2_name,ch2_val,ch3_name,ch3_val,raw_line
1786012389.8491573,0.474,ECG_RAW,raw,6,,,,,[ECG] raw=6
1786012389.859018,0.484,ECG_RAW,raw,1821,,,,,[ECG] raw=1821
1786012389.859018,0.484,ECG_RAW,raw,3671,,,,,[ECG] raw=3671
1786012389.8669238,0.492,ECG_RAW,raw,3698,,,,,[ECG] raw=3698
1786012389.8690405,0.494,ECG_RAW,raw,1590,,,,,[ECG] raw=1590
1786012389.8775947,0.503,ECG_RAW,raw,4,,,,,[ECG] raw=4
1786012389.8786597,0.504,ECG_RAW,raw,1544,,,,,[ECG] raw=1544
1786012389.88644,0.512,ECG_RAW,raw,3489,,,,,[ECG] raw=3489
1786012389.8890362,0.514,ECG_RAW,raw,3963,,,,,[ECG] raw=3963
1786012389.8991046,0.524,ECG_RAW,raw,2128,,,,,[ECG] raw=2128
1786012389.9071145,0.532,ECG_RAW,raw,68,,,,,[ECG] raw=68
1786012389.9090922,0.534,ECG_RAW,raw,1005,,,,,[ECG] raw=1005
1786012389.9185858,0.544,ECG_RAW,raw,3298,,,,,[ECG] raw=3298
1786012389.9269753,0.552,ECG_RAW,raw,3794,,,,,[ECG] raw=3794
1786012389.9290385,0.554,ECG_RAW,raw,2390,,,,,[ECG] raw=2390
1786012389.9364703,0.562,ECG_RAW,raw,415,,,,,[ECG] raw=415
1786012389.9476554,0.573,ECG_RAW,raw,822,,,,,[ECG] raw=822
1786012389.9479706,0.573,ECG_RAW,raw,2403,,,,,[ECG] raw=2403
1786012389.9551096,0.580,ECG_RAW,raw,3980,,,,,[ECG] raw=3980
1786012389.9569154,0.582,ECG_RAW,raw,2790,,,,,[ECG] raw=2790
1786012389.9668543,0.592,ECG_RAW,raw,454,,,,,[ECG] raw=454
1786012389.9688785,0.594,ECG_RAW,raw,507,,,,,[ECG] raw=507
1786012389.974985,0.600,ECG_RAW,raw,2952,,,,,[ECG] raw=2952
1786012389.9775891,0.603,ECG_RAW,raw,3971,,,,,[ECG] raw=3971
1786012389.9864092,0.612,ECG_RAW,raw,3161,,,,,[ECG] raw=3161
1786012389.988558,0.614,ECG_RAW,raw,739,,,,,[ECG] raw=739
1786012389.9944234,0.620,ECG_RAW,raw,442,,,,,[ECG] raw=442
1786012389.9969594,0.622,ECG_RAW,raw,2612,,,,,[ECG] raw=2612
1786012390.0067594,0.632,ECG_RAW,raw,3963,,,,,[ECG] raw=3963
1786012390.0149832,0.640,ECG_RAW,raw,3425,,,,,[ECG] raw=3425
1786012390.0160267,0.641,ECG_RAW,raw,949,,,,,[ECG] raw=949
1786012390.0271106,0.652,ECG_RAW,raw,3,,,,,[ECG] raw=3
1786012390.0352993,0.661,ECG_RAW,raw,2184,,,,,[ECG] raw=2184
1786012390.0367382,0.662,ECG_RAW,raw,3729,,,,,[ECG] raw=3729
1786012390.0459378,0.671,ECG_RAW,raw,3487,,,,,[ECG] raw=3487
1786012390.0547938,0.680,ECG_RAW,raw,1188,,,,,[ECG] raw=1188
1786012390.055832,0.681,ECG_RAW,raw,4,,,,,[ECG] raw=4
1786012390.0626802,0.688,ECG_RAW,raw,1747,,,,,[ECG] raw=1747
1786012390.0668929,0.692,ECG_RAW,raw,3674,,,,,[ECG] raw=3674
1786012390.0750306,0.700,ECG_RAW,raw,3699,,,,,[ECG] raw=3699
1786012390.077031,0.702,ECG_RAW,raw,1690,,,,,[ECG] raw=1690
1786012390.0825567,0.708,ECG_RAW,raw,4,,,,,[ECG] raw=4
1786012390.0865507,0.712,ECG_RAW,raw,1511,,,,,[ECG] raw=1511
1786012390.094651,0.720,ECG_RAW,raw,3432,,,,,[ECG] raw=3432
1786012390.096816,0.722,ECG_RAW,raw,3684,,,,,[ECG] raw=3684
1786012390.1026936,0.728,ECG_RAW,raw,1952,,,,,[ECG] raw=1952
1786012390.10469,0.730,ECG_RAW,raw,2,,,,,[ECG] raw=2
1786012390.1148179,0.740,ECG_RAW,raw,1262,,,,,[ECG] raw=1262
1786012390.122843,0.748,ECG_RAW,raw,2949,,,,,[ECG] raw=2949
1786012390.12482,0.750,ECG_RAW,raw,3060,,,,,[ECG] raw=3060
1786012390.1345038,0.760,ECG_RAW,raw,2566,,,,,[ECG] raw=2566
1786012390.1428552,0.768,ECG_RAW,raw,129,,,,,[ECG] raw=129
1786012390.1448572,0.770,ECG_RAW,raw,708,,,,,[ECG] raw=708
1786012390.1542623,0.779,ECG_RAW,raw,2989,,,,,[ECG] raw=2989
1786012390.1648207,0.790,ECG_RAW,raw,3976,,,,,[ECG] raw=3976
1786012390.1655881,0.791,ECG_RAW,raw,3014,,,,,[ECG] raw=3014
1786012390.1725433,0.798,ECG_RAW,raw,449,,,,,[ECG] raw=449
1786012390.174496,0.800,ECG_RAW,raw,550,,,,,[ECG] raw=550
1786012390.184693,0.810,ECG_RAW,raw,2977,,,,,[ECG] raw=2977
1786012390.184693,0.810,ECG_RAW,raw,3971,,,,,[ECG] raw=3971
1786012390.1928527,0.818,ECG_RAW,raw,3386,,,,,[ECG] raw=3386
1786012390.1948447,0.820,ECG_RAW,raw,832,,,,,[ECG] raw=832
1786012390.2050083,0.830,ECG_RAW,raw,117,,,,,[ECG] raw=117
1786012390.2050083,0.830,ECG_RAW,raw,2337,,,,,[ECG] raw=2337
1786012390.2127938,0.838,ECG_RAW,raw,3667,,,,,[ECG] raw=3667
1786012390.2148948,0.840,ECG_RAW,raw,3310,,,,,[ECG] raw=3310
1786012390.2250392,0.850,ECG_RAW,raw,872,,,,,[ECG] raw=872
1786012390.2331269,0.858,ECG_RAW,raw,5,,,,,[ECG] raw=5
1786012390.2350893,0.860,ECG_RAW,raw,1890,,,,,[ECG] raw=1890
1786012390.245262,0.870,ECG_RAW,raw,3660,,,,,[ECG] raw=3660
1786012390.252932,0.878,ECG_RAW,raw,3432,,,,,[ECG] raw=3432
1786012391.3999364,2.025,ECG_DIAG,halves,3,total_samples,2000,overruns,0,[ECG] halves=3  total_samples=2000  overruns=0
1786012391.4065647,2.032,PPG,RED,0,IR,0,samples,0,[PPG] samples=0  RED=0  IR=0  sensor=OK
1786012391.4143538,2.040,IMU_ACCEL,ax,-5096,ay,-2844,az,14728,[IMU] accel: ax=-5096  ay=-2844  az=14728
1786012391.4180982,2.043,IMU_GYRO,gx,1275,gy,2503,gz,-1207,[IMU] gyro:  gx=1275  gy=2503  gz=-1207
1786012391.5868158,2.212,ECG_RAW,raw,1337,,,,,[ECG] raw=1337
1786012391.589109,2.214,ECG_RAW,raw,2,,,,,[ECG] raw=2
1786012391.5990925,2.224,ECG_RAW,raw,1540,,,,,[ECG] raw=1540
1786012391.5996132,2.225,ECG_RAW,raw,3570,,,,,[ECG] raw=3570
1786012391.6068947,2.232,ECG_RAW,raw,3620,,,,,[ECG] raw=3620
1786012391.6090941,2.234,ECG_RAW,raw,1691,,,,,[ECG] raw=1691
1786012391.6186154,2.244,ECG_RAW,raw,4,,,,,[ECG] raw=4
1786012391.6186154,2.244,ECG_RAW,raw,1207,,,,,[ECG] raw=1207
1786012391.627191,2.252,ECG_RAW,raw,3551,,,,,[ECG] raw=3551
1786012391.6290452,2.254,ECG_RAW,raw,2864,,,,,[ECG] raw=2864
1786012391.638982,2.264,ECG_RAW,raw,1956,,,,,[ECG] raw=1956
1786012391.646964,2.272,ECG_RAW,raw,100,,,,,[ECG] raw=100
1786012391.6489854,2.274,ECG_RAW,raw,801,,,,,[ECG] raw=801
1786012391.6590462,2.284,ECG_RAW,raw,3035,,,,,[ECG] raw=3035
1786012391.6669552,2.292,ECG_RAW,raw,3961,,,,,[ECG] raw=3961
1786012391.6690137,2.294,ECG_RAW,raw,2641,,,,,[ECG] raw=2641
1786012391.674977,2.300,ECG_RAW,raw,346,,,,,[ECG] raw=346
1786012391.678507,2.304,ECG_RAW,raw,620,,,,,[ECG] raw=620
1786012391.6870735,2.312,ECG_RAW,raw,3005,,,,,[ECG] raw=3005
1786012391.6890938,2.314,ECG_RAW,raw,3942,,,,,[ECG] raw=3942
1786012391.6950731,2.320,ECG_RAW,raw,3137,,,,,[ECG] raw=3137
1786012391.697151,2.322,ECG_RAW,raw,698,,,,,[ECG] raw=698
1786012391.70723,2.332,ECG_RAW,raw,396,,,,,[ECG] raw=396
1786012391.7084806,2.334,ECG_RAW,raw,2540,,,,,[ECG] raw=2540
1786012391.7141843,2.339,ECG_RAW,raw,3726,,,,,[ECG] raw=3726
1786012391.7172375,2.342,ECG_RAW,raw,3151,,,,,[ECG] raw=3151
1786012391.7272446,2.352,ECG_RAW,raw,756,,,,,[ECG] raw=756
1786012391.729252,2.354,ECG_RAW,raw,11,,,,,[ECG] raw=11
1786012391.7351143,2.360,ECG_RAW,raw,2180,,,,,[ECG] raw=2180
1786012391.736878,2.362,ECG_RAW,raw,3652,,,,,[ECG] raw=3652
1786012391.7473967,2.373,ECG_RAW,raw,3353,,,,,[ECG] raw=3353
1786012391.7551184,2.380,ECG_RAW,raw,1090,,,,,[ECG] raw=1090
1786012391.7573683,2.383,ECG_RAW,raw,11,,,,,[ECG] raw=11
1786012391.767628,2.393,ECG_RAW,raw,1941,,,,,[ECG] raw=1941
1786012391.774879,2.400,ECG_RAW,raw,3712,,,,,[ECG] raw=3712
1786012391.7769587,2.402,ECG_RAW,raw,3581,,,,,[ECG] raw=3581
1786012391.782588,2.408,ECG_RAW,raw,1421,,,,,[ECG] raw=1421
1786012391.7870579,2.412,ECG_RAW,raw,5,,,,,[ECG] raw=5
1786012391.7945719,2.420,ECG_RAW,raw,1580,,,,,[ECG] raw=1580
1786012391.7974408,2.423,ECG_RAW,raw,3802,,,,,[ECG] raw=3802
1786012391.8032396,2.428,ECG_RAW,raw,2933,,,,,[ECG] raw=2933
1786012391.8069763,2.432,ECG_RAW,raw,1716,,,,,[ECG] raw=1716
1786012391.8155031,2.441,ECG_RAW,raw,3,,,,,[ECG] raw=3
1786012391.8175352,2.443,ECG_RAW,raw,1111,,,,,[ECG] raw=1111
1786012391.8231747,2.448,ECG_RAW,raw,3400,,,,,[ECG] raw=3400
1786012391.8271406,2.452,ECG_RAW,raw,3950,,,,,[ECG] raw=3950
1786012391.8370233,2.462,ECG_RAW,raw,2389,,,,,[ECG] raw=2389
1786012391.8370233,2.462,ECG_RAW,raw,135,,,,,[ECG] raw=135
1786012391.8432806,2.469,ECG_RAW,raw,940,,,,,[ECG] raw=940
1786012391.8465776,2.472,ECG_RAW,raw,3337,,,,,[ECG] raw=3337
1786012391.85626,2.481,ECG_RAW,raw,3981,,,,,[ECG] raw=3981
1786012391.8651123,2.490,ECG_RAW,raw,2865,,,,,[ECG] raw=2865
1786012391.8651123,2.490,ECG_RAW,raw,389,,,,,[ECG] raw=389
1786012391.8754504,2.501,ECG_RAW,raw,585,,,,,[ECG] raw=585
1786012391.8850708,2.510,ECG_RAW,raw,2914,,,,,[ECG] raw=2914
1786012391.8850708,2.510,ECG_RAW,raw,3941,,,,,[ECG] raw=3941
1786012391.892988,2.518,ECG_RAW,raw,2889,,,,,[ECG] raw=2889
1786012391.8948278,2.520,ECG_RAW,raw,517,,,,,[ECG] raw=517
1786012391.9050705,2.530,ECG_RAW,raw,56,,,,,[ECG] raw=56
1786012391.9050705,2.530,ECG_RAW,raw,2497,,,,,[ECG] raw=2497
1786012391.9130855,2.538,ECG_RAW,raw,3914,,,,,[ECG] raw=3914
1786012391.9150615,2.540,ECG_RAW,raw,3207,,,,,[ECG] raw=3207
1786012391.9245636,2.550,ECG_RAW,raw,763,,,,,[ECG] raw=763
1786012391.9245636,2.550,ECG_RAW,raw,4,,,,,[ECG] raw=4
1786012391.9330893,2.558,ECG_RAW,raw,2426,,,,,[ECG] raw=2426
1786012391.9350832,2.560,ECG_RAW,raw,3785,,,,,[ECG] raw=3785
1786012391.9451056,2.570,ECG_RAW,raw,3548,,,,,[ECG] raw=3548
1786012391.9470408,2.572,ECG_RAW,raw,1097,,,,,[ECG] raw=1097
1786012391.9531002,2.578,ECG_RAW,raw,11,,,,,[ECG] raw=11
1786012391.9551022,2.580,ECG_RAW,raw,1968,,,,,[ECG] raw=1968
1786012391.965103,2.590,ECG_RAW,raw,3903,,,,,[ECG] raw=3903
1786012391.97318,2.598,ECG_RAW,raw,2898,,,,,[ECG] raw=2898
1786012391.9752395,2.600,ECG_RAW,raw,1477,,,,,[ECG] raw=1477
1786012391.9853075,2.611,ECG_RAW,raw,5,,,,,[ECG] raw=5
1786012391.992934,2.618,ECG_RAW,raw,1488,,,,,[ECG] raw=1488
1786012391.9950676,2.620,ECG_RAW,raw,3603,,,,,[ECG] raw=3603
1786012392.0010967,2.626,ECG_RAW,raw,3936,,,,,[ECG] raw=3936
1786012392.0043318,2.630,ECG_RAW,raw,2065,,,,,[ECG] raw=2065
1786012392.0134935,2.639,ECG_RAW,raw,13,,,,,[ECG] raw=13
1786012392.014609,2.640,ECG_RAW,raw,1209,,,,,[ECG] raw=1209
1786012392.020584,2.646,ECG_RAW,raw,3509,,,,,[ECG] raw=3509
1786012392.024485,2.650,ECG_RAW,raw,3984,,,,,[ECG] raw=3984
1786012392.0325098,2.658,ECG_RAW,raw,2561,,,,,[ECG] raw=2561
1786012392.0347412,2.660,ECG_RAW,raw,252,,,,,[ECG] raw=252
1786012392.040818,2.666,ECG_RAW,raw,853,,,,,[ECG] raw=853
1786012392.0429094,2.668,ECG_RAW,raw,3112,,,,,[ECG] raw=3112
1786012392.0530853,2.678,ECG_RAW,raw,3949,,,,,[ECG] raw=3949
1786012392.0550725,2.680,ECG_RAW,raw,2620,,,,,[ECG] raw=2620
1786012392.061413,2.687,ECG_RAW,raw,261,,,,,[ECG] raw=261
1786012392.0634408,2.689,ECG_RAW,raw,286,,,,,[ECG] raw=286
1786012392.0730839,2.698,ECG_RAW,raw,2731,,,,,[ECG] raw=2731
1786012392.0818713,2.707,ECG_RAW,raw,3890,,,,,[ECG] raw=3890
1786012392.0828917,2.708,ECG_RAW,raw,3086,,,,,[ECG] raw=3086
1786012392.093098,2.718,ECG_RAW,raw,501,,,,,[ECG] raw=501
1786012392.101156,2.726,ECG_RAW,raw,6,,,,,[ECG] raw=6
1786012392.1030514,2.728,ECG_RAW,raw,2601,,,,,[ECG] raw=2601
1786012392.1094923,2.735,ECG_RAW,raw,3925,,,,,[ECG] raw=3925
1786012392.113498,2.739,ECG_RAW,raw,3233,,,,,[ECG] raw=3233
1786012392.1210492,2.746,ECG_RAW,raw,785,,,,,[ECG] raw=785
1786012392.122818,2.748,ECG_RAW,raw,3,,,,,[ECG] raw=3
1786012392.1308994,2.756,ECG_RAW,raw,2159,,,,,[ECG] raw=2159
1786012392.1330543,2.758,ECG_RAW,raw,3945,,,,,[ECG] raw=3945
1786012392.1430793,2.768,ECG_RAW,raw,3400,,,,,[ECG] raw=3400
1786012392.1430793,2.768,ECG_RAW,raw,574,,,,,[ECG] raw=574
1786012392.1493878,2.775,ECG_RAW,raw,3,,,,,[ECG] raw=3
1786012392.1524973,2.778,ECG_RAW,raw,1815,,,,,[ECG] raw=1815
1786012392.162282,2.788,ECG_RAW,raw,3680,,,,,[ECG] raw=3680
1786012392.1632075,2.788,ECG_RAW,raw,3827,,,,,[ECG] raw=3827
1786012392.171077,2.796,ECG_RAW,raw,1684,,,,,[ECG] raw=1684
1786012392.1732252,2.798,ECG_RAW,raw,5,,,,,[ECG] raw=5
1786012392.1833518,2.809,ECG_RAW,raw,1587,,,,,[ECG] raw=1587
1786012392.1915112,2.817,ECG_RAW,raw,3667,,,,,[ECG] raw=3667
1786012392.1925051,2.818,ECG_RAW,raw,3984,,,,,[ECG] raw=3984
1786012392.2030492,2.828,ECG_RAW,raw,2257,,,,,[ECG] raw=2257
1786012392.2109773,2.836,ECG_RAW,raw,53,,,,,[ECG] raw=53
1786012392.2129788,2.838,ECG_RAW,raw,1238,,,,,[ECG] raw=1238
1786012392.2194796,2.845,ECG_RAW,raw,3426,,,,,[ECG] raw=3426
1786012392.221483,2.847,ECG_RAW,raw,3903,,,,,[ECG] raw=3903
1786012392.2311237,2.856,ECG_RAW,raw,2326,,,,,[ECG] raw=2326
1786012392.233027,2.858,ECG_RAW,raw,123,,,,,[ECG] raw=123
1786012392.239205,2.864,ECG_RAW,raw,516,,,,,[ECG] raw=516
1786012392.2411168,2.866,ECG_RAW,raw,2961,,,,,[ECG] raw=2961
1786012392.251105,2.876,ECG_RAW,raw,3836,,,,,[ECG] raw=3836
1786012392.253083,2.878,ECG_RAW,raw,2535,,,,,[ECG] raw=2535
1786012392.259058,2.884,ECG_RAW,raw,200,,,,,[ECG] raw=200
1786012392.261094,2.886,ECG_RAW,raw,190,,,,,[ECG] raw=190
1786012392.2707472,2.896,ECG_RAW,raw,2701,,,,,[ECG] raw=2701
1786012392.2717462,2.897,ECG_RAW,raw,3949,,,,,[ECG] raw=3949
1786012393.454134,4.079,ECG_DIAG,halves,4,total_samples,2500,overruns,0,[ECG] halves=4  total_samples=2500  overruns=0
1786012393.4907873,4.116,PPG,RED,0,IR,0,samples,0,[PPG] samples=0  RED=0  IR=0  sensor=OK
1786012393.5031493,4.128,IMU_ACCEL,ax,-1580,ay,1136,az,16212,[IMU] accel: ax=-1580  ay=1136  az=16212
1786012393.5041485,4.129,IMU_GYRO,gx,1021,gy,1970,gz,1385,[IMU] gyro:  gx=1021  gy=1970  gz=1385
1786012393.65125,4.276,ECG_RAW,raw,3038,,,,,[ECG] raw=3038
1786012393.6541831,4.279,ECG_RAW,raw,401,,,,,[ECG] raw=401
1786012393.6551666,4.280,ECG_RAW,raw,3,,,,,[ECG] raw=3
1786012393.6790009,4.304,ECG_RAW,raw,2436,,,,,[ECG] raw=2436
1786012393.6820085,4.307,ECG_RAW,raw,3952,,,,,[ECG] raw=3952
1786012393.6830075,4.308,ECG_RAW,raw,3619,,,,,[ECG] raw=3619
1786012393.703826,4.329,ECG_RAW,raw,175,,,,,[ECG] raw=175
1786012393.7058442,4.331,ECG_RAW,raw,3,,,,,[ECG] raw=3
1786012393.7072186,4.332,ECG_RAW,raw,2081,,,,,[ECG] raw=2081
1786012393.7149065,4.340,ECG_RAW,raw,3788,,,,,[ECG] raw=3788
1786012393.7172117,4.342,ECG_RAW,raw,3266,,,,,[ECG] raw=3266
1786012393.7192833,4.345,ECG_RAW,raw,1449,,,,,[ECG] raw=1449
1786012393.7192833,4.345,ECG_RAW,raw,4,,,,,[ECG] raw=4
1786012393.7266724,4.352,ECG_RAW,raw,1956,,,,,[ECG] raw=1956
1786012393.7277858,4.353,ECG_RAW,raw,3781,,,,,[ECG] raw=3781
1786012393.742128,4.367,ECG_RAW,raw,3974,,,,,[ECG] raw=3974
1786012393.742128,4.367,ECG_RAW,raw,1980,,,,,[ECG] raw=1980
1786012393.743139,4.368,ECG_RAW,raw,312,,,,,[ECG] raw=312
1786012393.7673235,4.393,ECG_RAW,raw,1557,,,,,[ECG] raw=1557
1786012393.776334,4.402,ECG_RAW,raw,3464,,,,,[ECG] raw=3464
1786012393.7777605,4.403,ECG_RAW,raw,3835,,,,,[ECG] raw=3835
1786012393.7787578,4.404,ECG_RAW,raw,2144,,,,,[ECG] raw=2144
1786012393.7787578,4.404,ECG_RAW,raw,299,,,,,[ECG] raw=299
1786012393.7787578,4.404,ECG_RAW,raw,757,,,,,[ECG] raw=757
1786012393.7787578,4.404,ECG_RAW,raw,3044,,,,,[ECG] raw=3044
1786012393.7827642,4.408,ECG_RAW,raw,3964,,,,,[ECG] raw=3964
1786012393.7870657,4.412,ECG_RAW,raw,2609,,,,,[ECG] raw=2609
1786012393.792046,4.417,ECG_RAW,raw,284,,,,,[ECG] raw=284
1786012393.8006196,4.426,ECG_RAW,raw,534,,,,,[ECG] raw=534
1786012393.8026197,4.428,ECG_RAW,raw,2831,,,,,[ECG] raw=2831
1786012393.8266425,4.452,ECG_RAW,raw,3968,,,,,[ECG] raw=3968
1786012393.8266425,4.452,ECG_RAW,raw,3089,,,,,[ECG] raw=3089
1786012393.8266425,4.452,ECG_RAW,raw,604,,,,,[ECG] raw=604
1786012393.830642,4.456,ECG_RAW,raw,142,,,,,[ECG] raw=142
1786012393.845899,4.471,ECG_RAW,raw,2551,,,,,[ECG] raw=2551
1786012393.845899,4.471,ECG_RAW,raw,3862,,,,,[ECG] raw=3862
1786012393.8677306,4.493,ECG_RAW,raw,3461,,,,,[ECG] raw=3461
1786012393.8716445,4.497,ECG_RAW,raw,304,,,,,[ECG] raw=304
1786012393.8789284,4.504,ECG_RAW,raw,59,,,,,[ECG] raw=59
1786012393.880922,4.506,ECG_RAW,raw,2186,,,,,[ECG] raw=2186
1786012393.881923,4.507,ECG_RAW,raw,3708,,,,,[ECG] raw=3708
1786012393.8870072,4.512,ECG_RAW,raw,3604,,,,,[ECG] raw=3604
1786012393.88799,4.513,ECG_RAW,raw,1350,,,,,[ECG] raw=1350
1786012393.9240363,4.549,ECG_RAW,raw,112,,,,,[ECG] raw=112
1786012393.9250405,4.550,ECG_RAW,raw,1911,,,,,[ECG] raw=1911
1786012393.9263656,4.552,ECG_RAW,raw,3481,,,,,[ECG] raw=3481
1786012393.9274416,4.553,ECG_RAW,raw,3669,,,,,[ECG] raw=3669
1786012393.9354396,4.561,ECG_RAW,raw,1914,,,,,[ECG] raw=1914
1786012393.9377766,4.563,ECG_RAW,raw,342,,,,,[ECG] raw=342
1786012393.9387794,4.564,ECG_RAW,raw,1572,,,,,[ECG] raw=1572
1786012393.9387794,4.564,ECG_RAW,raw,3137,,,,,[ECG] raw=3137
1786012393.9387794,4.564,ECG_RAW,raw,3617,,,,,[ECG] raw=3617
1786012393.9387794,4.564,ECG_RAW,raw,1948,,,,,[ECG] raw=1948
1786012393.9387794,4.564,ECG_RAW,raw,110,,,,,[ECG] raw=110
1786012393.9457815,4.571,ECG_RAW,raw,777,,,,,[ECG] raw=777
1786012393.984973,4.610,ECG_RAW,raw,2967,,,,,[ECG] raw=2967
1786012393.9859679,4.611,ECG_RAW,raw,3586,,,,,[ECG] raw=3586
1786012393.9963753,4.622,ECG_RAW,raw,2357,,,,,[ECG] raw=2357
1786012393.9987998,4.624,ECG_RAW,raw,261,,,,,[ECG] raw=261
1786012393.999799,4.625,ECG_RAW,raw,652,,,,,[ECG] raw=652
1786012394.0008023,4.626,ECG_RAW,raw,2770,,,,,[ECG] raw=2770
1786012394.0008023,4.626,ECG_RAW,raw,3680,,,,,[ECG] raw=3680
